name,wiki_link,age,country_born,state_born,city_born,nationality,almamater,education,occupation,political_party
Nate Silver,https://en.wikipedia.org/wiki/Nate_Silver,40,U.S.,Michigan,East Lansing,American,,['University of Chicago'],"['Statistician, journalist']",
Tiger Woods,https://en.wikipedia.org/wiki/Tiger_Woods,42,U.S.,California,Cypress,American,,,,
Elijah Wood,https://en.wikipedia.org/wiki/Elijah_Wood,37,U.S.,Iowa,Cedar Rapids,American,,,"['Actor, voice actor, DJ, film producer']",
Jorge Ramos,https://en.wikipedia.org/wiki/Jorge_Ramos_(news_anchor)60,60,Mexico,Mexico City, ,American,,,"['Journalist, author, activist']",Independent
Matt LeBlanc,https://en.wikipedia.org/wiki/Matt_LeBlanc,51,U.S.,Massachusetts,Newton,American,,,"['Actor', 'television host', ', comedian']",
Joy Bryant,https://en.wikipedia.org/wiki/Joy_Bryant,44,U.S.,New York,New York City,American,['Yale University'],,['Actress'],
Eleanor Holmes Norton,https://en.wikipedia.org/wiki/Eleanor_Holmes_Norton,81,U.S.,D.C., Washington,American,,"['Antioch College', 'Yale University']",,Democratic
Tom Hanks,https://en.wikipedia.org/wiki/Tom_Hanks,62,U.S.,California,Concord,American,"['Chabot College', 'California State University, Sacramento', 'BFA']",,"['Actor, filmmaker']",Democratic
Adam Conover,https://en.wikipedia.org/wiki/Adam_Conover,35,U.S.,New York,Smithtown,American,['Bard College'],['ShorehamWading River High School'],"['Comedian, Writer, and Show Host']",
Will Forte,https://en.wikipedia.org/wiki/Will_Forte,48,U.S.,California,Alameda County,American,"['University of California, Los Angeles']",,['Actor  comedian  writer  producer'],
Dermot Mulroney,https://en.wikipedia.org/wiki/Dermot_Mulroney,54,U.S.,Virginia,Alexandria,American,,,['Actor'],
Wyatt Cenac,https://en.wikipedia.org/wiki/Wyatt_Cenac,42,U.S.,New York,New York City,American,['University of North Carolina'],,['Actor  comedian  writer  producer'],
Joel McHale,https://en.wikipedia.org/wiki/Joel_McHale,46,Italy,Rome, ,American,['University of Washington'],,['Comedian  actor  writer  producer  television host'],
Abbi Jacobson,https://en.wikipedia.org/wiki/Abbi_Jacobson,34,U.S.,Pennsylvania,Wayne,American,['Maryland Institute College of Art'],,['Comedian  actress  writer  illustrator'],
Jon Glaser,https://en.wikipedia.org/wiki/Jon_Glaser,50,U.S.,Illinois,Chicago,American,['University of Michigan'],,"['Actor, comedian, writer, producer, director']",
Mary-Louise Parker,https://en.wikipedia.org/wiki/Mary-Louise_Parker,54,U.S.,South Carolina,Fort Jackson,American,['University of North Carolina School of the Arts'],,"['Actress, writer']",
Pusha T,https://en.wikipedia.org/wiki/Pusha_T,41,U.S.,New York,New York City,American,,,,
Drew Carey,https://en.wikipedia.org/wiki/Drew_Carey,60,U.S.,Ohio,,American,,,,
Claire Foy,https://en.wikipedia.org/wiki/Claire_Foy,34,U.K.,Greater Manchester,Stockport,British,['Liverpool John Moores University'],,['Actress'],
Matt Smith,https://en.wikipedia.org/wiki/Matt_Smith_(actor),36,U.K.,Northampton, ,British,['University of East Anglia'],['Northampton School for Boys'],['Actor'],
Ruth Wilson,https://en.wikipedia.org/wiki/Ruth_Wilson,36,U.K.,Kent,Ashford,British,"['University of Nottingham', 'London Academy of Music and Dramatic Art']",,['Actress'],
J. B. Smoove,https://en.wikipedia.org/wiki/J._B._Smoove,53,U.S.,North Carolina,Plymouth,American,,,"['Actor, writer, comedian, voice actor']",
Mel Gibson,https://en.wikipedia.org/wiki/Mel_Gibson,62,U.S.,New York,Peekskill,American,,,"['Actor', 'director', 'producer']",
Luke Bracey,https://en.wikipedia.org/wiki/Luke_Bracey,29,Australia,Sydney, ,Australian,,,['Actor'],
Michael Strahan,https://en.wikipedia.org/wiki/Michael_Strahan,47,U.S.,Texas,Houston,American,,,,
Nick Kroll,https://en.wikipedia.org/wiki/Nick_Kroll,40,U.S.,New York,New York City,American,['Georgetown University'],,['Actor  comedian  writer  producer'],
Aaron Eckhart,https://en.wikipedia.org/wiki/Aaron_Eckhart,50,U.S.,California,Cupertino,American,"['Brigham Young UniversityHawaii', 'Brigham Young University']",,['Actor'],
Tig Notaro,https://en.wikipedia.org/wiki/Tig_Notaro,47,U.S.,Mississippi, Jackson,American,,,,
Ron Suskind,https://en.wikipedia.org/wiki/Ron_Suskind,58,U.S.,New York,Kingston,American,"['University of Virginia', 'Columbia University']",,"['Journalist, author']",
Viggo Mortensen,https://en.wikipedia.org/wiki/Viggo_Mortensen,60,U.S.,New York,New York City,American,['St. Lawrence University'],,['Actor  producer  author  musician  photographer  poet  painter'],
Patton Oswalt,https://en.wikipedia.org/wiki/Patton_Oswalt,49,U.S.,Virginia, Portsmouth,New York,['College of William amp Mary'],,,
Don Cheadle,https://en.wikipedia.org/wiki/Don_Cheadle,53,U.S.,Missouri,Kansas City,New York,,,"['Actor, film producer, director, writer, author']",
Stevie Wonder,https://en.wikipedia.org/wiki/Stevie_Wonder,68,U.S.,Michigan,Saginaw,New York,,,['Singer  songwriter  musician  record producer  multiinstrumentalist'],
Katherine Waterston,https://en.wikipedia.org/wiki/Katherine_Waterston,38,U.K.,London,Westminster,American,['New York University'],,['Actress'],
Miles Teller,https://en.wikipedia.org/wiki/Miles_Teller,31,U.S.,Pennsylvania,Downingtown,New York,['New York University'],,['Actor'],
Neil deGrasse Tyson,https://en.wikipedia.org/wiki/Neil_deGrasse_Tyson,60,U.S.,New York,New York City,American,"['Harvard College', 'University of Texas at Austin',  'Columbia University']",,,
Sting,https://en.wikipedia.org/wiki/Sting_(musician),67,U.K.,Northumberland,Wallsend,British,['Northern Counties College of Education'],,['Singer  songwriter  actor'],
Thandie Newton,https://en.wikipedia.org/wiki/Thandie_Newton,45,U.K.,London,Westminster,English,"['Downing College, Cambridge']",,['Actress'],
Mark Halperin,https://en.wikipedia.org/wiki/Mark_Halperin,53,U.S.,New York,New York City,American,,Harvard University'],"['Anchor', 'Author', 'Columnist']",
John Heilemann,https://en.wikipedia.org/wiki/John_Heilemann,52,U.S.,California  ,Los Angeles,American,"['Northwestern University', 'Harvard University']",,"['Journalist', 'Anchor']",
Jeff Goldblum,https://en.wikipedia.org/wiki/Jeff_Goldblum,66,U.S.,Pennsylvania,Pittsburgh,American,,,"['Actor, musician']",
Eddie Redmayne,https://en.wikipedia.org/wiki/Eddie_Redmayne,36,U.K.,London, ,English,"['Trinity College, Cambridge']",['Eton College'],['Actor'],
Bernie Sanders,https://en.wikipedia.org/wiki/Bernie_Sanders,77,U.S.,New York,New York City,American,,['University of Chicago'],,Independent
Alton Brown,https://en.wikipedia.org/wiki/Alton_Brown,56,U.S.,California,Los Angeles,American,,"['University of Georgia', 'New England Culinary Institute']",,
Anna Kendrick,https://en.wikipedia.org/wiki/Anna_Kendrick,33,U.S.,Maine,Portland,American,,['Deering High School'],"['Actress, singer, author']",
Mahershala Ali,https://en.wikipedia.org/wiki/Mahershala_Ali,44,U.S.,California,Oakland,American,"['Saint Marys College of California', 'Tisch School of the Arts']",,['Actor'],
Marion Cotillard,https://en.wikipedia.org/wiki/Marion_Cotillard,43,France,Paris, ,French,,,"['Actress, singer, musician, environmentalist']",
Dev Patel,https://en.wikipedia.org/wiki/Dev_Patel,28,U.K.,London,Harrow,British,,,['Actor'],
Amy Adams,https://en.wikipedia.org/wiki/Amy_Adams,44,Italy,Vicenza, ,American,,,['Actress'],
Simone Biles,https://en.wikipedia.org/wiki/Simone_Biles,21,U.S.,Ohio,Columbus,American,,,,
Jeff Watson,https://en.wikipedia.org/wiki/Jeff_Daniels,63,U.S.,Georgia,Clarke County,American,,,['Actor  musician  playwright'],
William H. Macy,https://en.wikipedia.org/wiki/William_H._Macy,68, U.S. ,Florida , Miami,American,['Goddard College'],['Allegany High School'],['Actor'],
Colin Quinn,https://en.wikipedia.org/wiki/Colin_Quinn,59,U.S.,New York,New York City,American,,,,
Michael Weatherly,https://en.wikipedia.org/wiki/Michael_Weatherly,50,U.S.,New York,New York City,American,,,"['Actor, producer, director']",
Carrie Fisher,https://en.wikipedia.org/wiki/Carrie_Fisher,60,U.S.,California,Burbank,American,,,['Actress  writer  comedian'],
James Marsden,https://en.wikipedia.org/wiki/James_Marsden,45,U.S.,Oklahoma,Stillwater,American,,,['Actor  singer  model'],
Jimmie Johnson,https://en.wikipedia.org/wiki/Jimmie_Johnson,43,U.S.,California,El Cajon,American,,,,
John Waters,https://en.wikipedia.org/wiki/John_Waters,72,U.S.,Maryland,Baltimore,American,,['Boys Latin School of Maryland'],"['Film director, screenwriter, producer, actor']",
Danny DeVito,https://en.wikipedia.org/wiki/Danny_DeVito,73,U.S.,New Jersey,Neptune Township,American,,,"['Actor, filmmaker']",
Max Greenfield,https://en.wikipedia.org/wiki/Max_Greenfield,38,U.S.,New York,Dobbs Ferry,American,,,['Actor'],
Tim Daly,https://en.wikipedia.org/wiki/Tim_Daly,62,U.S.,New York,New York City,American,['Bennington College'],,"['Actor, producer']",
Lauren Cohan,https://en.wikipedia.org/wiki/Lauren_Cohan,36,U.S.,New Jersey,Cherry Hill,American,,,"['Actress, model']",
Lauren Graham,https://en.wikipedia.org/wiki/Lauren_Graham,51,U.S.,Hawaii,Honolulu,American,"['Barnard College', 'Southern Methodist University']",,['Actress  novelist'],
Justin Long,https://en.wikipedia.org/wiki/Justin_Long,40,U.S.,Connecticut,Fairfield,American,['Vassar College'],,"['Actor, comedian, humorist']",
Matthew Broderick,https://en.wikipedia.org/wiki/Matthew_Broderick,56,U.S.,New York,New York City,American,,,['Actor  singer'],
Ali Wentworth,https://en.wikipedia.org/wiki/Alexandra_Wentworth,53,U.S.,D.C.,Washington,American,,,"['Actress, comedian, author, producer']",
Jason Bateman,https://en.wikipedia.org/wiki/Jason_Bateman,49,U.S.,New York,Rye,American,,,['Actor  director  producer'],
Padma Lakshmi,https://en.wikipedia.org/wiki/Padma_Lakshmi,48,India,Tamil Nadu,Chennai,American,,,"['Model, author, actress, television host']",
Michael Lewis,https://en.wikipedia.org/wiki/Michael_Lewis,58,U.S.,Louisiana,New Orleans,American,"['Isidore Newman School', 'Princeton University', 'London School of Economics']",,"['Nonfiction writer, journalist']",
Joe Biden,https://en.wikipedia.org/wiki/Joe_Biden,75,U.S.,Pennsylvania, Scranton,American,,"['University of Delaware', 'Syracuse University']",,Democratic
DJ Khaled,https://en.wikipedia.org/wiki/DJ_Khaled,42,U.S.,Louisiana,New Orleans,American,,,['Record executive   record producer   discjockey  radio personality   hype man'],
Sigourney Weaver,https://en.wikipedia.org/wiki/Sigourney_Weaver,69,U.S.,New York,New York City,American,,"['Sarah Lawrence College', 'Stanford University', 'Yale University']",['Actress'],
Andy Cohen,https://en.wikipedia.org/wiki/Andy_Cohen_(TV_personality),50,U.S.,Missouri,St. Louis,American,['Boston University'],['Clayton High School'],['Talk show host  radio host  author  producer'],
Octavia Spencer,https://en.wikipedia.org/wiki/Octavia_Spencer,46,U.S.,Alabama,Montgomery,American,['Auburn University'],,"['Actress, author']",
John Mulaney,https://en.wikipedia.org/wiki/John_Mulaney,36,U.S.,Illinois, Chicago,American,['Georgetown University'],['St. Ignatius College Prep'],,
Olivia Munn,https://en.wikipedia.org/wiki/Olivia_Munn,38,U.S.,Oklahoma,Oklahoma City,American,['University of Oklahoma'],,['Actress  model'],
Martin Freeman,https://en.wikipedia.org/wiki/Martin_Freeman,47,U.K.,Hampshire,Aldershot,British,,,"['Actor', 'comedian']",
John Goodman,https://en.wikipedia.org/wiki/John_Goodman,66,U.S.,Missouri,Affton,American,,['Missouri State University'],['Actor'],
Denée Benton,https://en.wikipedia.org/wiki/Den%C3%A9e_Benton,25,U.S,Florida, ,American,['Carnegie Mellon University'],,"['Actor, singer']",
Mark Wahlberg,https://en.wikipedia.org/wiki/Mark_Wahlberg,47,U.S.,Massachusetts,Boston,American,,,['Actor  producer  businessman  model  rapper  songwriter'],
Lee Daniels,https://en.wikipedia.org/wiki/Lee_Daniels,58,U.S.,Pennsylvania,Philadelphia,American,,,"['Producer, director, writer']",
Neil Patrick Harris,https://en.wikipedia.org/wiki/Neil_Patrick_Harris,45,U.S.,New Mexico,Albuquerque,American,,['La Cueva High School'],['Actor  writer  producer  comedian  magician  singer'],
Megan Mullally,https://en.wikipedia.org/wiki/Megan_Mullally,59,U.S.,California,Los Angeles,American,,['Northwestern University'],"['Actress, comedian, singer']",
James Franco,https://en.wikipedia.org/wiki/James_Franco,40,U.S.,California  ,Palo Alto,American,,,"['Actor, filmmaker']",
Michael Stipe,https://en.wikipedia.org/wiki/Michael_Stipe,58,U.S.,Georgia, ,American,,,,
Liam Neeson,https://en.wikipedia.org/wiki/Liam_Neeson,66,U.K.,County Antrim,Ballymena,American,['Queens University Belfast'],,['Actor'],
Shepard Smith,https://en.wikipedia.org/wiki/Shepard_Smith,54,U.S.,Mississippi,Holly Springs,American,,['University of Mississippi'],['News anchor'],
Tom Hanks,https://en.wikipedia.org/wiki/Tom_Hanks,62,U.S.,California,Concord,American,"['Chabot College', 'California State University, Sacramento’]",,"['Actor, filmmaker']",Democratic
Bruce Springsteen,https://en.wikipedia.org/wiki/Bruce_Springsteen,69,U.S.,New Jersey,Long Branch,American,,,['Singer  songwriter'],
David Duchovny,https://en.wikipedia.org/wiki/David_Duchovny,58,U.S.,New York,New York City,American,"['Princeton University', 'Yale University']",,"['Actor, director, producer, writer, singersongwriter']",
Bryan Cranston,https://en.wikipedia.org/wiki/Bryan_Cranston,62,U.S.,California,Hollywood,American,['Los Angeles Valley College'],,"['Actor, producer, director, screenwriter']",
Robert De Niro,https://en.wikipedia.org/wiki/Robert_De_Niro,75,U.S.,New York,New York City,American,,,"['Actor, producer, director']",
Amy Schumer,https://en.wikipedia.org/wiki/Amy_Schumer,37,U.S.,New York,New York City,American,['Towson University'],['William Esper Studio'],,
John Krasinski,https://en.wikipedia.org/wiki/John_Krasinski,39,U.S.,Massachusetts,Boston,American,['Brown University'],,['Actor  screenwriter  producer  director'],
Millie Bobby Brown,https://en.wikipedia.org/wiki/Millie_Bobby_Brown,14,Spain,Andalusia,Marbella,British,,,['Actress  model'],
Will Smith,https://en.wikipedia.org/wiki/Will_Smith,50,U.S.,Pennsylvania,Philadelphia,American,,,['Actor  film producer  rapper  songwriter  comedian  media personality  record producer'],
Anna Kendrick,https://en.wikipedia.org/wiki/Anna_Kendrick,33,U.S.,Maine,Portland,American,,['Deering High School'],"['Actress, singer, author']",
Chris Pratt,https://en.wikipedia.org/wiki/Chris_Pratt,39,U.S.,Minnesota,Virginia,American,,,['Actor'],
Jason Bateman,https://en.wikipedia.org/wiki/Jason_Bateman,49,U.S.,New York,Rye,American,,,['Actor  director  producer'],
Oprah Winfrey,https://en.wikipedia.org/wiki/Oprah_Winfrey,64,U.S.,Mississippi,Kosciusko,American,['Tennessee State University'],,"['Host of   The Oprah Winfrey Show   19862011  Chairwoman and CEO of  Harpo Productions  1986present  Chairwoman, CEO and CCO of the  Oprah Winfrey Network  2011present  Actress  2', 'Author']",Democratic
Kate Beckinsale,https://en.wikipedia.org/wiki/Kate_Beckinsale,45,U.K.,London,Chiswick,American,"['New College, Oxford']",,['Actress'],
Chris Messina,https://en.wikipedia.org/wiki/Chris_Messina,44,U.S.,New York,Northport,American,,,"['Actor', 'film director']",
Jen Kirkman,https://en.wikipedia.org/wiki/Jen_Kirkman,44,U.S.,Massachusetts, Needham,American,['Emerson College'],,,
Adam Driver,https://en.wikipedia.org/wiki/Adam_Driver,34,U.S.,California,San Diego,American,['Juilliard School'],,['Actor'],
Alexa Davalos,https://en.wikipedia.org/wiki/Alexa_Davalos,36,France,Paris, ,American,,,['Actress'],
Charlie Rose,https://en.wikipedia.org/wiki/Charlie_Rose,76,U.S.,North Carolina,Henderson,American,['Duke University'],,"['Talk show host, journalist']",
Hayden Panettiere,https://en.wikipedia.org/wiki/Hayden_Panettiere,29,U.S.,New York,Palisades,American,,,"['Actress, model, singer']",
Billy Joel,https://en.wikipedia.org/wiki/Billy_Joel,69,U.S.,New York,New York City,American,,,,
Josh Holloway,https://en.wikipedia.org/wiki/Josh_Holloway,49,U.S.,California,San Jose,American,,,"['Actor', 'model', ', producer']",
Andrew Garfield,https://en.wikipedia.org/wiki/Andrew_Garfield,35,U.S.,California,Los Angeles,American,['Royal Central School of Speech amp Drama'],,['Actor'],
Erin Andrews,https://en.wikipedia.org/wiki/Erin_Andrews,40,U.S.,Maine,Lewiston,American,['University of Florida'],,"['Sportscaster, television personality']",
Jude Law,https://en.wikipedia.org/wiki/Jude_Law,45,U.K.,London,Lewisham,British,['National Youth Music Theatre'],['Alleyns School'],['Actor'],
Gabrielle Union,https://en.wikipedia.org/wiki/Gabrielle_Union,46,U.S.,Nebraska,Omaha,American,,,['Actress'],
Thomas L. Friedman,https://en.wikipedia.org/wiki/Thomas_Friedman,65,U.S.,Minnesota,St. Louis Park,American,"['Brandeis University', 'St Anthonys College, Oxford']",,"['Author', 'Columnist']",
Tom Selleck,https://en.wikipedia.org/wiki/Tom_Selleck,73,U.S.,Michigan,Detroit,American,['University of Southern California'],,"['Actor, film producer']",
Craig Robinson,https://en.wikipedia.org/wiki/Craig_Robinson_(actor),47,U.S.,Illinois, Chicago,American,"['Saint Xavier University', 'Illinois State University’]",,,
Cuba Gooding Jr.,https://en.wikipedia.org/wiki/Cuba_Gooding_Jr.,50,U.S.,New York,New York City,American,,,['Actor and comedian'],
Rupert Friend,https://en.wikipedia.org/wiki/Rupert_Friend,37,U.K.,England,Oxfordshire,British,,,"['Actor, director, screenwriter, producer']",
Sarah Paulson,https://en.wikipedia.org/wiki/Sarah_Paulson,43,U.S.,Florida,Tampa,American,['American Academy of Dramatic Arts'],,['Actress  Director'],
